,Place type,Name,Place list,Capacity,Fee,Altitude,Description,Telephone,Website,Email,Hiking association,Guard name(s),Services,Coordinates,Acces,Zones,Emplacement,Nearby routes
68,Campsite,Reina Isabel,"['Campsite in Spain', 'Campsite in Andalusia', 'Campsite in Granada']",? beds,Paid,?,?,tel:+34 958590041,http://campingreinaisabel.com/,?,?,?,[],Latitude: 37.1247 Longitude: -3.58614,[],[],[],"['Pico Veleta desde la zona de Hoya de la Mora', 'GR-142 Sendero Alpujarra']"
69,Campsite,Cuevasandalucia,"['Campsite in Spain', 'Campsite in Andalusia', 'Campsite in Granada']",? beds,Paid,800m,?,tel:+34 958063113,http://www.cuevasandalucia.es/es/,?,?,?,[],Latitude: 37.5041 Longitude: -2.70691,[],[],[],[]
70,Shelter,Refugio VUELTA ISERIAS,"['Shelter in Spain', 'Shelter in Aragon', 'Shelter in Huesca']",7 beds,Free to use,1750m,?,?,?,?,?,?,[],Latitude: 42.7541 Longitude: -0.481366,[],[],[],"[""Cabane Laiterine par le Col d'Iseye asp32"", 'Tour du Belvédère asp47', 'Plateau de Sanchèse asp50', 'Cabanes et Lac de Lhurs asp51', ""Cabanes et Lac d'Ansabe asp52"", 'Tour de Busteigts asp58', ""Liaison Etsaut - Col d'Arras asp59"", 'Panorama de Narbissat asp57', 'Tour Mâture-Arras asp62', ""Tour du Lac d'Arlet asp68"", 'Sentier des Pistes de Fond du Somport', 'Sentier du Plateau de la Gentiane PNP', ""Sentier du Lac d'Estaëns PNP"", 'Senda de Camille 9 (Oza-Gabardito por Vía Romana)', 'Sentier de Peyranère au Refuge de Larry PNP', ""Sentier d'Urdos au Refuge de Larry PNP"", 'Sentier de Borce à Belonce PNP', ""Sentier du Viaduc au Vallon d'Arnousse PNP"", 'Chemin de la Liberté par la Cuarde asp121', 'GR 11 nueva variante', 'Ruta circular de los Infiernos-Ibones Azules-Bachimañaa', 'GR 11.1 Senda Pirenaica - Variante 1', ""Lac d'Arratille"", 'Pic de la Grande Fache', ""Tour d'Ayriré par Udapet asp64"", 'Tour du Bialaa asp63', ""Lac du Montagnon par le Col d'Iseye asp33"", 'Chemin de Beloute asp118', 'Tour de Lasies asp115', 'Tour Urdos - Bérat asp66', 'Cabanes de Narbèze asp117', 'Cabane de Lhèze asp116', 'Granges de Cette asp56', 'Col de la Cuarde par Aumet asp55', 'Col de Paü asp54', 'Refuge de Linza par le Col de Pétragème asp119', 'Col de Pétragème asp53', 'Chemin de Compostelle par le Col de Paü asp120', 'Senda de Camille 8 (Oza-Gabardito por Acher)', ""Voie d'OssauB""]"
71,Shelter,Refugio A PONTE,"['Shelter in Spain', 'Shelter in Galicia', 'Shelter in Ourense']",10 beds,Paid,?,?,tel:+34 986208758,?,?,?,?,[],Latitude: 42.2508 Longitude: -6.8928,[],[],[],"['PR-LE 1 Lago de la Baña', 'Cascada de Sotillo', 'Senda de la Cueva de San Martín y Cañón del Tera', 'Senda de los Monjes', 'Senda de los Cañones del Cárdena y Segundera', 'Senda del Cañón del Río Forcadura', 'Senda de La Cascada de Los Vados', 'Ruta a Peña Trevinca (desde la Laguna de los Peces, Sanabria)']"
72,Campsite,Costasol cruseros,"['Campsite in Spain', 'Campsite in Andalusia', 'Campsite in Málaga']",? beds,Paid,?,?,?,?,?,?,?,[],Latitude: 36.597 Longitude: -4.51069,[],[],[],"['El Quejigal', 'Los Cazadores', 'Los Leñadores', 'Mina de la Trinidad', 'Sendero Picapedrero-Boticario', 'GR 248 Estación de Cártama - Málaga', 'Variante GR 249.2 Puerto de los Pescadores - Alhaurín de la Torre', 'Sendero Camino de la Fuente', 'Sendero El Nacimiento - Cerro Alaminos']"
73,Shelter,Refugio RAS CARANCA,"['Shelter in France', 'Shelter in Occitanie', 'Shelter in Pyrénées-Orientales']",? beds,Free to use,1831m,Saved July-August free rest,?,?,?,?,?,[],Latitude: 42.4644 Longitude: 2.22391,[],[],[],"['PR-C 190 Sender de Camprodon a Ribes de Freser', 'Boucle des etangs du Carlit (variante 9 lacs)', 'GR 10 - sec.2', 'Tour del Canigó']"
74,Shelter,Puigsacalm - Emili Triadú,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Girona']",10 beds,Free to use,?,"The free shelter is in good condition and has a good fireplace. There is also a source close to the refuge. It is quite small, the free part, so it is necessary to be careful about when to go. There is a free part (free) and one for free.",tel:+34 972693260,http://www.vallbas.cat/turisme/els-pobles-2/sant-privat/,mailto:ajuntament@vallbas.cat,Ajuntament de la Vall d'en Bas,?,"['Drinking water', 'Fireplace']",Latitude: 42.1334 Longitude: 2.39903,"[""Access on foot:On foot, from Sant Privat d'en Bas, through the hermitage of the Virgen de las Olletes, passing through Can Turó."", ""Access by car:By car, from Sant Privat d'en Bas you can see the pint that leaves the village, which has very steep and in poor condition.""]",[],[],"[""1 Fageda d'en Jordà - Volcà de Santa Margarida - Volcà del Croscat"", ""3 Olot - Fageda d'en Jordà - Can Xel"", ""PR-C 54 Sender d'Orís"", 'PR-C 49 Sender de Voltregà', 'PR-C 60 Sender de les quatre ermites', 'PR-C 45 Sender de Torelló', '3 Tramo Santa Pau - Volcà de Santa Margarida - Can Xel', 'Itinerari de natura dels Gorgs del Torrent de la Cabana', 'El Santuari del Collell: Presó de Guerra', 'El Refugi dels emboscats', 'SL-C 123 Folgueroles', 'Pont de Malafogassa', 'SL-C 122 Vilanova de Sau-Puig del Far', 'SL-C 10 Ripoll ruta del ferro', 'SL-C 10 Ripoll ruta del ferro', 'SL-C 11 Ripoll', 'SL-C 12 Ripoll', 'SL-C 12 Ripoll', 'SL-C 13 Ripoll-Sant Antoni', 'PR-C 47 Torelló-Vidrà', 'PR-C 59.1 variant', 'PR-C 59.2 variant', 'PR-C 223 Sant Bertomeu del Grau', 'Ruta del veïnat de Roca i Briolf']"
75,Shelter,Refugio Riu dels Orris,"['Shelter in Andorra', 'Shelter in Escaldes-engordany']",6 beds,Free to use,2230m,"The Riu dels Orris refuge is located right next to the Pla de l'Ingla, to the right of the Madriu river, in the parish of Escaldes-Engordany. ",?,?,?,Govern Andorra,?,"['Beds', 'Drinking water', 'Fireplace', 'First aid kit', 'Table']",Latitude: 42.4851 Longitude: 1.63981,[],['Zone:Pla de l’Ingla'],[],"['GRT 1: La ruta de les 3 nacions', ""GRP d'Andorra: La volta a tot un país"", 'El Riu Pollós', ""Anyós - l'Aldosa: El Camí del Solà"", 'Bony de les Neres', 'Camí de Fontaneda fins a la Collada de la Gallina', 'Camí de Francolí', 'Camí del Gall', 'Camí de Juberri a la Rabassa', 'Camí de la Senyoreta', 'Estany de Querol i Salamandres', 'Camí de les Pardines', 'Camí de Manyat', ""Camí de Percanela - Les Fonts - Pla de l'Estany"", 'Camí de Rocafort', 'Camí del Cardemeller - Font del Bisbe', 'Camí del Coll de les Cases', 'Camí del Jou - Roc de la Cauba', 'Camí del Toll Bullidor', 'Camí Interparroquial de Prats a Engolasters', 'Canya de la Rabassa - Pla de Sorteny', 'Canya de la Rabassa - Pla de Sorteny - Planell del Quer', 'Circuit de les Fonts - Itinerari llarg', 'Collada de la Maiana', ""Collada de Muntaner - Pic d'Enclar"", 'El Cubil Petit', 'El Siscaró - Estany de Baix', ""Els Cortals d'Encamp, refugi i estany d'Ensagents"", ""Itinerari de l'Estany Blau"", 'Estany de Juclà', 'Estany de la Nou', 'Estany de les Abelletes', 'Estanys de Tristaina', ""Estanys de l'Angonella"", 'Refugi i Estanys de Montmalús', 'Estanys i Refugi de Cabana Sorda', 'Estanys i Refugi de la Vall del Riu', 'Fonts del Campeà', 'Itinerari del Fontverd', 'Itinerari de la Vall del Madriu', 'Itinerari de Perafita', ""Itinerari d'Entremesaigües"", ""Itinerari per la Vall d'Enclar - Prats del Paquetaire"", ""L'Alt del Griu"", 'Llac de Pessons', ""Llac d'Engolasters"", 'Pic de Casamanya', ""Camí de l'alt de Comapedrosa (Parc natural del Comapedrosa)"", 'Pic de la Font Blanca', 'Pic de la Serrera', 'Portella Blanca', 'Prat primer per Palomera', 'Refugi i Cap dels Agols', 'Ruta del Ferro', 'Ruta Verdaguer - Estany de Creussans', 'Tomb de Llorts a Sedornet', 'Tomb de Puntal - Rialb - La Rabassa', 'Tomb del Turer', 'Rec del Solà', 'GR 10A', 'Ruta de senderisme cultural: El Camí', 'PR-C 121 Estana al Coll de la Canal del Cristall', ""Camí de l'Ossa"", 'Le chemin des Orris', 'PR-C 61', 'PR-C 62', 'PR-C 63', 'PR-C 68', 'GR 11.10', ""Camí de l'Últim Càtar"", 'PR-C 126', 'HRP Variante 30-31.1', 'Pic de Ribuls', 'Senderisme: Alta Ruta Pirenaica', 'Ruta de senderisme: Coronallacs', 'Camí saludable dels drets humans', 'Circular a la parròquia de Canillo', ""Les Pardines fins l'estany de l'Illa, passant pel refugi i la Collada dels Agols"", 'Estany Esbalçat', 'Pic del Port Vell', ""Estany de Montmantell i Pic del Pla de l'Estany"", 'La Margineda-Pic Bony de la Pica-Sispony-la Margineda', 'Tomb de Prat Primer', 'Tomb Lauredià (Itinerari mitjà)', 'Tomb Lauredià(Itinerari llarg)', ""Itinerari de l'Obaga"", 'Itinerari Coll Jovell', 'De Prats al santuari de Meritxell']"
76,Campsite,Camping Cala del Aceite,"['Campsite in Spain', 'Campsite in Andalusia', 'Campsite in Cádiz']",? beds,Paid,?,?,tel:+34 956442950,http://www.caladelaceite.com,mailto:info@caladelaceite.com,?,?,['Internet'],Latitude: 36.3 Longitude: -6.12838,[],[],[],[]
77,Shelter,Refugio COLOMERS II,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Lleida']",40 beds,Paid,2130m,?,tel:+34 973253008,?,?,?,?,[],Latitude: 42.6266 Longitude: 0.921803,[],[],[],"['Étangs Long et Rond', ""Le Pic de la Montagnette depuis l'Hospice de France"", 'Pic de la Sauvegarde', ""Grande boucle autour de l'Hospice de France"", 'Route du Port de Salau', 'Refuge et Port de Vénasque', 'GR 11.19', 'GR 211.3', 'GR 211.5', 'Ramat de Camins. Etapa 8 : Escaló => Llac de SantMaurici => Espot', ""Ramat de Camins. Etapa 9 : Espot => Esterri d'Àneu"", 'Ramat de Camins. Etapa 10 : Esterri d¡Àneu => Salardú', 'Ramat de Camins. Etapa 11 : Salardú => Bossòst', 'Ramat de Camins. Etapa 13 : Vielha => Refugi de Conangles', 'Ramat de Camins. Etapa 14 : Refugi de Conangles => Barruera', 'Ramat de Camins. Etapa 15 : Barruera => El Pont de Suert', 'Camin reiau', 'Ruta 3 Valls. Etapa 3: Aneto => Castanesa', 'Ruta 3 Valls. Etapa 2: Erill la Vall => Aneto', ""El Carrilet d'Estany Gento""]"
78,Campsite,CP Finca Poc a Poc,"['Campsite in Spain', 'Campsite in Catalonia', 'Campsite in Tarragona']",? beds,Paid,?,?,?,?,?,?,?,[],Latitude: 40.7159 Longitude: 0.371547,[],[],[],"['RUTA DE LOS OLIVOS MILENARIOS', 'RUTA DE LA SIERRA DE SANT PERE', 'Ruta del Riu Cérvol y sus Molinos', 'Vola a la Mola de Cati passant per Cova Cambra']"
79,Shelter,Refugio Las Maestras,"['Shelter in Spain', 'Shelter in Cantabria', 'Shelter in Cantabria']",7 beds,Free to use,550m,"From Santander take the A-67 (Cantabria-Meseta Highway) towards Torrelavega where we connect to the A-8 (Cantábrico Highway) towards Zurita where at exit 228 we return to the A-67 to exit 172 at Barros, we will take in that same town a road to the town of Coo. There we will take a path to the refuge. You can also access the refuge from the town of Los Corrales de Buelma.",?,?,?,?,?,[],Latitude: 43.255 Longitude: -4.13072,[],['Zone:Valle de Coo'],[],"['Ruta de los puentes', 'PR-S 32 Ruta de Vallejo Rucandano', 'Paseo Verde desde Puente Viesgo a El Soto', 'Ruta del Hayacorva']"
80,Shelter,Refugio RAS DE CONQUES,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Lleida']",24 beds,Paid,1840m,"Shared room with 15 beds with pillows and blankets. Local annex as projection room or possible alternative room. Routes from one hour to the whole day, (Riu Sta Magdalena, Bordes Bedet, Conflent and Jussà, St. Joan of Erm, Coll Mongetes, Mirador del Ras, Coll d'Ares, etc.). Guided tours and / or interpreted, from 3 hours to the whole day, through the Valley of Sta Magdalena, (Os de Civís, Sta Magdalena, St. Joan de l'Erm, etc.).",tel:+34 973091154,http://rasdeconques.cat,mailto:rasdeconques@gmail.com,?,Eli,"['Food and beverages', 'Shower', 'WC']",Latitude: 42.4519 Longitude: 1.36465,[],[],[],"['GRT 1: La ruta de les 3 nacions', ""GRP d'Andorra: La volta a tot un país"", 'El Riu Pollós', ""Anyós - l'Aldosa: El Camí del Solà"", 'Bony de les Neres', 'Camí de Fontaneda fins a la Collada de la Gallina', 'Camí de Francolí', 'Camí del Gall', 'Camí de Juberri a la Rabassa', 'Camí de la Senyoreta', 'Camí de les Pardines', 'Camí de Manyat', ""Camí de Percanela - Les Fonts - Pla de l'Estany"", 'Camí de Rocafort', 'Camí del Cardemeller - Font del Bisbe', 'Camí del Coll de les Cases', 'Camí del Jou - Roc de la Cauba', 'Camí del Toll Bullidor', 'Camí Interparroquial de Prats a Engolasters', 'Canya de la Rabassa - Pla de Sorteny', 'Canya de la Rabassa - Pla de Sorteny - Planell del Quer', 'Circuit de les Fonts - Itinerari llarg', 'Collada de la Maiana', ""Collada de Muntaner - Pic d'Enclar"", ""Els Cortals d'Encamp, refugi i estany d'Ensagents"", ""Itinerari de l'Estany Blau"", 'Estany de la Nou', 'Estanys de Tristaina', ""Estanys de l'Angonella"", 'Fonts del Campeà', 'Itinerari del Fontverd', 'Itinerari de la Vall del Madriu', 'Itinerari de Perafita', ""Itinerari d'Entremesaigües"", ""Itinerari per la Vall d'Enclar - Prats del Paquetaire"", ""L'Alt del Griu"", ""Llac d'Engolasters"", 'Pic de Casamanya', ""Camí de l'alt de Comapedrosa (Parc natural del Comapedrosa)"", 'Pic de la Font Blanca', 'Prat primer per Palomera', 'Refugi i Cap dels Agols', 'Ruta del Ferro', 'Ruta Verdaguer - Estany de Creussans', 'Tomb de Llorts a Sedornet', 'Tomb de Puntal - Rialb - La Rabassa', 'Tomb del Turer', 'Rec del Solà', ""Camí de l'Ossa"", 'Le chemin des Orris', 'PR-C 61', 'PR-C 62', 'PR-C 63', 'PR-C 68', 'GR T 58 Tavascan - Coll de Tavascan', ""Camí de l'Últim Càtar"", 'Ramat de Camins. Etapa 4 : Rialp => Tírvia', 'Ramat de Camins. Etapa 5 : Tírvia => Àreu', 'Ramat de Camins. Etapa 6 : Àreu => Riera de Cardós', 'Ramat de Camins. Etapa 7 : Ribera de Cardós => Escaló', 'Ramat de Camins. Etapa 8 : Escaló => Llac de SantMaurici => Espot', 'Senderisme: Alta Ruta Pirenaica', 'Ruta de senderisme: Coronallacs', 'Camí saludable dels drets humans', 'Circular a la parròquia de Canillo', ""Les Pardines fins l'estany de l'Illa, passant pel refugi i la Collada dels Agols"", 'Estany Esbalçat', 'Pic del Port Vell', ""Estany de Montmantell i Pic del Pla de l'Estany"", 'La Margineda-Pic Bony de la Pica-Sispony-la Margineda', 'Tomb de Prat Primer', 'Tomb Lauredià (Itinerari mitjà)', 'Tomb Lauredià(Itinerari llarg)', ""Itinerari de l'Obaga"", 'Itinerari Coll Jovell', 'De Prats al santuari de Meritxell']"
81,Shelter,Refugio de Bucierca,"['Shelter in Spain', 'Shelter in Cantabria', 'Shelter in Cantabria']",10 beds,Free to use,1000m,"From Santander, take the Cantábrica-Meseta A-67 motorway where Torrelavega becomes the A-8 motorway of the Bay of Biscay and exit 244, take the CA-135 to the town of Cabezon de la Sal where the AC takes off. -180 Saja where in 2.5 km there is a forest track, which is the beginning of the route.",?,?,?,?,?,"['Beds', 'Drinking water', 'Fireplace', 'Table']",Latitude: 43.1174 Longitude: -4.31495,[],['Zone:Valle Bucierca'],[],"['El Bosque Fósil', 'Ruta de los puentes', 'GR 1 Sendero Histórico: Palencia', 'Ruta del Hayacorva']"
82,Shelter,Refugio de Montserrat,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Girona']",8 beds,Free to use,1627m,"To get there, C-17 to Ripoll, there take the C-26 to Sant Joan de les Abadesses where we will connect with the GIV-5211 to Ogassa.",?,?,?,?,?,[],Latitude: 42.2883 Longitude: 2.2857,[],['Zone:La Gran Jaça'],[],"[""3 Olot - Fageda d'en Jordà - Can Xel"", 'PR-C 190 Sender de Camprodon a Ribes de Freser', 'PR-C 60 Sender de les quatre ermites', 'Sender Local: Molí de la Farga - Palmerola', 'Itinerari de natura dels Gorgs del Torrent de la Cabana', 'SL-C 10 Ripoll ruta del ferro', 'SL-C 10 Ripoll ruta del ferro', 'SL-C 11 Ripoll', 'SL-C 12 Ripoll', 'SL-C 12 Ripoll', 'SL-C 13 Ripoll-Sant Antoni', 'PR-C 59.1 variant', 'PR-C 59.2 variant']"
83,Shelter,Refugio Mirador de Peña Gorda,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in Soria']",6 beds,Free to use,1250m,It is located at the top of the Peña Gorda Viewpoint. Shelter with capacity for about 5 or 6 people. Recently renovated (July 2015). It is also located in the surroundings of the Peña Gorda refuge.,?,?,?,?,?,['Fireplace'],Latitude: 41.8901 Longitude: -2.94518,[],['Zone:Mirador de Peña Gorda'],[],"['PR-SO-BU 65 Senda del Río', 'PRC-BU 205 Sendero de las Nilsas de Neila', 'PR-BU 204 Sendero del Collado de Neila', 'PR-BU 203 Sendero de las Lagunas de Neila', 'PR-BU 202 Senda del Piquillo', 'Senda de las Gullurías']"
84,Shelter,Refugio Pargana,"['Shelter in Spain', 'Shelter in Canary islands', 'Shelter in Las Palmas']",25 beds,Free to use,1584m,"Free Refuge, consists of two cabins with a total capacity of approximately 25 people.",tel:+34 928460045,?,?,Federación Canaria de Montañismo,?,[],Latitude: 27.9405 Longitude: -15.6006,[],['Zone:Barranco de Tijarana'],[],"['PR-GC 46', 'PR-GC 2', 'Camino de Santiago de Gran Canaria', 'PR-GC 45', 'S-57', 'S-50', 'Ruta de la Sal', 'S-10', 'S-66', 'SLCC Chira - Cruz Grande', 'PR-GC 40', 'Circular Venguera', 'S-20', 'Camino Borde de Caldera', 'Barranco de los Cernícalos', 'S-98 Tamadaba - Presa los Pérez', 'S-42']"
85,Shelter,Refugio Mallata de la Fon Blanca - Añisclo (Ordesa),"['Shelter in Spain', 'Shelter in Aragon', 'Shelter in Huesca']",5 beds,Free to use,1790m,"Zone: Añisclo Canyon, at the end of it, in the National Park of Ordesa",?,?,?,?,?,['Drinking water'],Latitude: 42.6413 Longitude: 0.059229,[],['Zone:Cañón de Añisclo'],[],"['PR-HU 115 Puén Pecadó-Ibones del Sen', 'GR-19.1 Senderos del Sobrarbe. Variante por Bielsa', 'PR-HU 37', 'Cirque de Gavarnie', 'Col le Pourteillou', 'Les Lacs près du Col des Espécières', 'Cabane des Soldats', 'Refuge des Espugeuttes et Pimené', ""Tour du Lac de l'Oule"", 'Refuge de la Brèche de Roland', 'Col et Lac de la Bernatoire', 'Refuge de Baysselance et Petit Vignemale', 'Plateau de Saugué', ""Lac de Cestrède et Lac d'Antarrouyes"", 'Cirque du Lis', 'Col de Pierrefitte', ""Vers la Hourquette d'Alans par le Cirque d'Estaubé"", 'Pic de Campbieil', 'Lacs de Bastan', 'Sentier de Gerbelongue', 'Sentier de Baricave', 'Sentier de Péguère', ""Sentier de l'Hospice du Rioumajou"", 'Sentier des Vaches', 'HRP Variante 16.2', 'Voie de Bielsa - No Tunnel']"
86,Shelter,Refugio Font Verd,"['Shelter in Andorra', 'Shelter in Escaldes-engordany']",14 beds,Free to use,1880m,"The refuge of Fontverd (1,880 meters) is located in the Madriu Valley, between the Estall and the Collet de l'Infern. ",?,?,?,Govern Andorra,?,"['Beds', 'Drinking water', 'Fireplace', 'First aid kit', 'Table']",Latitude: 42.4921 Longitude: 1.59454,[],['Zone:Valle del Madriu'],[],"['GRT 1: La ruta de les 3 nacions', ""GRP d'Andorra: La volta a tot un país"", 'El Riu Pollós', ""Anyós - l'Aldosa: El Camí del Solà"", 'Bony de les Neres', 'Camí de Fontaneda fins a la Collada de la Gallina', 'Camí de Francolí', 'Camí del Gall', 'Camí de Juberri a la Rabassa', 'Camí de la Senyoreta', 'Estany de Querol i Salamandres', 'Camí de les Pardines', 'Camí de Manyat', ""Camí de Percanela - Les Fonts - Pla de l'Estany"", 'Camí de Rocafort', 'Camí del Cardemeller - Font del Bisbe', 'Camí del Coll de les Cases', 'Camí del Jou - Roc de la Cauba', 'Camí del Toll Bullidor', 'Camí Interparroquial de Prats a Engolasters', 'Canya de la Rabassa - Pla de Sorteny', 'Canya de la Rabassa - Pla de Sorteny - Planell del Quer', 'Circuit de les Fonts - Itinerari llarg', 'Collada de la Maiana', ""Collada de Muntaner - Pic d'Enclar"", 'El Cubil Petit', 'El Siscaró - Estany de Baix', ""Els Cortals d'Encamp, refugi i estany d'Ensagents"", ""Itinerari de l'Estany Blau"", 'Estany de Juclà', 'Estany de la Nou', 'Estany de les Abelletes', 'Estanys de Tristaina', ""Estanys de l'Angonella"", 'Refugi i Estanys de Montmalús', 'Estanys i Refugi de Cabana Sorda', 'Estanys i Refugi de la Vall del Riu', 'Fonts del Campeà', 'Itinerari del Fontverd', 'Itinerari de la Vall del Madriu', 'Itinerari de Perafita', ""Itinerari d'Entremesaigües"", ""Itinerari per la Vall d'Enclar - Prats del Paquetaire"", ""L'Alt del Griu"", 'Llac de Pessons', ""Llac d'Engolasters"", 'Pic de Casamanya', ""Camí de l'alt de Comapedrosa (Parc natural del Comapedrosa)"", 'Pic de la Font Blanca', 'Pic de la Serrera', 'Portella Blanca', 'Prat primer per Palomera', 'Refugi i Cap dels Agols', 'Ruta del Ferro', 'Ruta Verdaguer - Estany de Creussans', 'Tomb de Llorts a Sedornet', 'Tomb de Puntal - Rialb - La Rabassa', 'Tomb del Turer', 'Rec del Solà', 'GR 10A', 'Ruta de senderisme cultural: El Camí', 'PR-C 121 Estana al Coll de la Canal del Cristall', ""Camí de l'Ossa"", 'Le chemin des Orris', 'PR-C 61', 'PR-C 62', 'PR-C 63', 'PR-C 68', 'GR 11.10', ""Camí de l'Últim Càtar"", 'HRP Variante 30-31.1', 'Ramat de Camins. Etapa 6 : Àreu => Riera de Cardós', 'Pic de Ribuls', 'Senderisme: Alta Ruta Pirenaica', 'Ruta de senderisme: Coronallacs', 'Camí saludable dels drets humans', 'Circular a la parròquia de Canillo', ""Les Pardines fins l'estany de l'Illa, passant pel refugi i la Collada dels Agols"", 'Estany Esbalçat', 'Pic del Port Vell', ""Estany de Montmantell i Pic del Pla de l'Estany"", 'La Margineda-Pic Bony de la Pica-Sispony-la Margineda', 'Tomb de Prat Primer', 'Tomb Lauredià (Itinerari mitjà)', 'Tomb Lauredià(Itinerari llarg)', ""Itinerari de l'Obaga"", 'Itinerari Coll Jovell', 'De Prats al santuari de Meritxell']"
87,Shelter,Refugio LIBAR,"['Shelter in Spain', 'Shelter in Andalusia', 'Shelter in Málaga']",? beds,Paid,990m,Cortijo-Refugio,?,?,?,?,?,[],Latitude: 36.6833 Longitude: -5.30986,[],[],[],"['[PR-A 240]', '[PR A-235]', '[PR A-239]', '[PR A-229]', '[PR A-257]', '[PR A-223]', '[PR A-245]', 'SEÑALIZADO EL PIMPOLLAR', 'SL-A 40: Ronda - Tajo del Abanico']"
88,Shelter,Refugio de les Pedrisses,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Girona']",6 beds,Free to use,2140m,"The refuge of les Pedrisses is a forest refuge within the municipality of Queralbs (Ripollès) at 2,140 m high and located below the peak of Torreneules, about 50 m above the"" Enginyers road "" that goes from the Sanctuary of Núria to Coma de Vaca.  ",?,?,?,Servicios Territoriales del Medio Natural de Girona,?,"['Drinking water', 'Fireplace']",Latitude: 42.3828 Longitude: 2.17238,[],['Zone:Vall de Núria'],[],"['PR-C 190 Sender de Camprodon a Ribes de Freser', 'PR-C 60 Sender de les quatre ermites', 'Itinerari de natura dels Gorgs del Torrent de la Cabana', 'SL-C 10 Ripoll ruta del ferro', 'SL-C 10 Ripoll ruta del ferro', 'SL-C 11 Ripoll', 'SL-C 12 Ripoll', 'SL-C 12 Ripoll', 'SL-C 13 Ripoll-Sant Antoni', 'PR-C 59.1 variant', 'PR-C 59.2 variant']"
89,Shelter,Refugio JUSTEL,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in Zamora']",? beds,Free to use,1079m,?,?,?,?,?,?,[],Latitude: 42.178 Longitude: -6.31221,[],[],[],['PR-LE-2 Lago de Truchillas']
90,Shelter,Refugio RASOS DE PEGUERA,"['Shelter in Spain', 'Shelter in Catalonia', 'Shelter in Barcelona']",50 beds,Paid,1805m,?,tel:+34 938725312,?,?,?,?,[],Latitude: 42.1367 Longitude: 1.76278,[],[],[],"['GR-241', 'PR-C 79 La Gallina Pelada', 'GR 150', 'PR-C 128 Pels Cingles de Vallcebre', 'PR-C 144 Ruta de les Colònies', 'PR-C 129 La Olla de Sant Julià de Cerdanyola', 'PR-C 147 Sender de Vilada', ""PR-C 125 Sender de l'Holstalet"", 'PR-C 123 Volta al Pedraforca', 'PR-C 50 Sender de Puigcercós', 'Sender Local: Molí de la Farga - Palmerola', 'GR 107,5', 'GR 150.1', 'PR-C 121 Estana al Coll de la Canal del Cristall', 'GR 107-1 Font de la Bruixa - Molí de Feners', 'PR-C 11 La Pobla de Lillet - Prat Gespador', 'PR-C 124', '[SL]', 'SL-C 35 Casserres', 'PR-C 123.1 Coll de Setfons', 'PR-C 226 Cornellana', 'PR-C 199', 'PR-C 126']"
91,Campsite,Camping Buganvilla,"['Campsite in Spain', 'Campsite in Andalusia', 'Campsite in Málaga']",? beds,Paid,?,?,tel:+34 952 83 19 73,https://www.campingbuganvilla.es,?,?,?,[],Latitude: 36.5026 Longitude: -4.80447,[],[],[],"['El Quejigal', 'Los Cazadores', 'PR-A 168 - Juanar-La Concha', 'Istán-Pico de la Concha', 'PR-A 167 - Istán-Ojen', 'Los Leñadores', 'Marbella-Juanar', 'PR-A 170 - Ojen-Entrerrios-Mijas', 'Mina de la Trinidad', 'Camino de la Cuesta', 'Variante GR 249.2 Puerto de los Pescadores - Alhaurín de la Torre', 'Sendero Camino de la Fuente', 'Sendero El Nacimiento - Cerro Alaminos', 'Ruta 2 Istán-Monda']"
92,Shelter,Refugio LAGUNILLA 2,"['Shelter in Spain', 'Shelter in Castile and león', 'Shelter in Soria']",3 beds,Paid,1159m,Small cottage with fireplace,?,?,?,?,?,[],Latitude: 41.8098 Longitude: -3.00001,[],[],[],"['PR-SO-BU 65 Senda del Río', 'Senda de las Gullurías']"
